SERIAL,POSTCODE_2021,latitude_o,longitude_o,D3_2021
204258438,EX39,51.015257,-4.2457737,3
204258528,DA1,51.4480982,0.209464,3
204258651,GL51,51.8990355,-2.110465,3
204258894,CM21,51.8122758,0.1452281,4
204258982,SL1,51.5178471,-0.6222163,3
204259044,SS2,51.5508903,0.7167546,3
204259112,NW3,51.5523422,-0.1725058,4
204259126,TA21,50.9777888,-3.2445571,4
204259242,RH16,51.0014151,-0.0983341,4
204259333,NE8,54.9549915,-1.6065202,3
204259537,SO16,50.936668,-1.433299,3
204259601,GL52,51.9190904,-2.0581561,4
204259650,GU34,51.138975,-0.9871214,4
204259680,BS37,51.5409765,-2.4141076,4
204259685,OX5,51.8306381,-1.2818093,4
204259711,DN14,53.7086376,-0.9413185,4
204259741,WS2,52.5892854,-2.0043778,3
204259748,TQ11,50.4823197,-3.7850715,3
204259948,SG12,51.8143338,-0.0169035,3
204259952,SL2,51.5356977,-0.6058076,3
204259976,N17,51.5980699,-0.0717424,4
204260129,LN6,53.2002374,-0.6001511,3
204260263,FY1,53.8152768,-3.0470272,3
204260268,BS1,51.4532627,-2.5935387,4
204260270,WR13,52.0930845,-2.3428588,4
204260272,SW16,51.4212906,-0.1292383,4
204260375,M33,53.4209662,-2.3262749,4
204260458,S9,53.3981645,-1.4178388,4
204260697,SE21,51.438989,-0.0887527,3
204260751,ME12,51.4223196,0.8043021,3
204260776,CM21,51.8122758,0.1452281,4
204260779,NR6,52.6619269,1.2803571,3
204260881,M6,53.4926929,-2.2990621,4
204260883,TA20,50.8735523,-2.9622162,4
204260900,WR3,52.2169397,-2.2139652,3
204260906,HD1,53.6468691,-1.788934,4
204261180,GL2,51.8431569,-2.2702834,3
204261193,HP9,51.6103131,-0.6407522,3
204261212,PO31,50.7554074,-1.3073561,4
204261312,UB9,51.5862858,-0.4926586,5
204261367,HP5,51.7128444,-0.6085614,5
204261427,N1,51.5377218,-0.0970473,3
204261506,CM6,51.8783006,0.3661906,4
204261548,CM11,51.6235893,0.4459616,4
204261591,SL1,51.5178471,-0.6222163,4
204261628,W1D,51.5133117,-0.1327615,3
204261679,MK5,52.0209076,-0.7846548,3
204261683,IP32,52.2546724,0.7191907,3
204261732,LS10,53.7622905,-1.5325445,3
204261782,CO1,51.8840222,0.8963748,3
204261795,HR6,52.2333219,-2.7731407,4
204261803,WF13,53.6923035,-1.6467249,3
204261837,WS11,52.6880429,-2.0173886,5
204261900,CO6,51.9252061,0.7920011,3
204261939,SS5,51.6077523,0.6479542,4
204262016,NG13,52.9486758,-0.9073222,4
204262036,NR9,52.6336604,1.1078046,4
204262090,L1,53.4023772,-2.9804999,4
204262112,IP14,52.206002,1.0312375,5
204262124,M3,53.4836687,-2.2528623,5
204262132,SS8,51.5221057,0.5895804,4
204262174,EC3N,51.5119304,-0.0770379,3
204262242,SW15,51.4570342,-0.2284869,3
204262263,SO50,50.9693035,-1.3404267,4
204262393,OX14,51.667524,-1.2770907,5
204262551,EC1V,51.5268168,-0.0978016,3
204262552,TF2,52.7002332,-2.4399297,5
204262639,CT1,51.2776176,1.0859171,4
204262662,CW8,53.2534481,-2.5652379,4
204262712,NE33,54.9912555,-1.4295666,4
204262803,NR33,52.4540969,1.7167978,4
204262816,MK18,51.978349,-0.9695075,5
204263027,NN6,52.3269298,-0.9458447,4
204263039,W1G,51.5193162,-0.1482679,4
204263207,CB23,52.2151042,-0.0318968,3
204263258,NE11,54.9399167,-1.6358329,4
204263333,BA5,51.212571,-2.6552733,4
204263351,RH14,51.0330425,-0.4847114,3
204263409,BS15,51.4596293,-2.5068855,4
204263454,E8,51.5436904,-0.0661452,3
204263472,S25,53.3658458,-1.2168611,3
204263688,N15,51.5826261,-0.081173,4
204263696,E1,51.5173859,-0.0595023,3
204263790,CV10,52.5260857,-1.502331,3
204263866,WV16,52.5095974,-2.4409185,4
204264018,N14,51.6343428,-0.1308896,5
204264023,NR5,52.6407866,1.2286953,3
204264039,HR2,52.0098796,-2.7854912,3
204264049,S11,53.3607754,-1.5078903,5
204264059,BS40,51.346529,-2.6919383,4
204264083,MK4,52.0040459,-0.7842687,4
204264248,E1,51.5173859,-0.0595023,3
204264279,EN8,51.6992728,-0.0338619,4
204264506,DA7,51.4656011,0.1459735,4
204264526,EX2,50.7095079,-3.5143056,4
204264551,EX14,50.8140317,-3.1914327,4
204264864,DE1,52.9221535,-1.4774894,3
204264916,PE2,52.5584209,-0.2605213,3
204264978,TN1,51.1346687,0.2665338,4
204264984,OX2,51.7659091,-1.2807181,3
204264997,WV1,52.5864721,-2.1158825,4
204265002,CT19,51.0890794,1.1679444,3
204265006,WD7,51.6870763,-0.309921,3
204265098,NE71,55.5554219,-2.044318,3
204265168,DE3,52.9096926,-1.5425124,3
204265174,S25,53.3658458,-1.2168611,3
204265256,EN6,51.699489,-0.176714,3
204265282,YO14,54.1978665,-0.2981294,4
204265287,CV6,52.4341647,-1.5074757,4
204265298,NN3,52.2639662,-0.8422004,3
204265302,TR7,50.4138677,-5.0748401,3
204265334,W14,51.494691,-0.2102541,4
204265345,WV10,52.6191468,-2.1134738,3
204265373,BB3,53.6978859,-2.4662858,4
204265582,NW8,51.5322682,-0.1745786,4
204265808,LE6,52.6570218,-1.2331852,4
204265870,W13,51.5130201,-0.3212138,4
204265884,RG40,51.4001248,-0.8360988,5
204266026,SM6,51.3614689,-0.1445371,4
204266046,TR4,50.2858425,-5.1375346,4
204266058,BR5,51.3917166,0.1033934,4
204266066,M33,53.4209662,-2.3262749,4
204266094,DE7,52.9734328,-1.3232261,4
204266219,BS11,51.4973558,-2.6752683,3
204266287,CH46,53.4039828,-3.1108625,3
204266418,PE29,52.3323569,-0.1792855,3
204266438,L40,53.6031134,-2.8417029,3
204266444,NE30,55.0213845,-1.4386877,3
204266624,W3,51.5106335,-0.2679031,4
204266751,W3,51.5106335,-0.2679031,4
204266767,EC3N,51.5119304,-0.0770379,4
204266780,GU30,51.0754992,-0.8042741,4
204266886,DE74,52.8395922,-1.3258768,4
204266987,WA13,53.3823451,-2.4693236,4
204267126,SE23,51.4414858,-0.0491513,4
204267329,KT18,51.3160216,-0.2633727,3
204267332,LA14,54.1182959,-3.2311912,4
204267334,CA6,54.9933146,-2.8949601,3
204267367,G22,55.8907103,-4.2520148,4
204267439,EH17,55.9054568,-3.1436333,3
204267481,AB10,57.1353138,-2.1202461,4
204267490,KY8,56.1972496,-3.0126117,3
204267498,PA1,55.8446501,-4.4173443,4
204267511,AB12,57.1020973,-2.1129498,4
204267513,AB53,57.5250408,-2.3937282,5
204267534,EH41,55.9483721,-2.7767292,4
204267561,PA75,56.6125781,-6.1143844,3
204267571,G62,55.9426842,-4.3208961,3
204267631,AB41,57.3739596,-2.1040725,3
204267644,AB25,57.1527168,-2.1140756,5
204267661,ML2,55.7768458,-3.9138139,5
204267665,PH1,56.4224093,-3.4793955,4
204267757,ML5,55.8597936,-4.0317112,4
204267767,ML1,55.7990265,-3.9750481,4
204267838,KY8,56.1972496,-3.0126117,3
204267851,PH22,57.1941031,-3.8202505,3
204267860,IV30,57.6524753,-3.3254479,4
204267925,KW14,58.588615,-3.5547823,4
204267945,PH1,56.4224093,-3.4793955,3
204267965,IV1,57.4840542,-4.2347448,3
204268046,DG13,55.1733051,-3.0305281,4
204268078,EH4,55.9624129,-3.2608608,4
204268126,EH54,55.8923064,-3.5243492,3
204268147,TD6,55.5818814,-2.6932118,4
204268249,G67,55.9466652,-3.9871989,4
204268335,FK3,56.0107515,-3.7207793,4
204268430,PA14,55.92732,-4.6642031,4
204268546,AB23,57.2132774,-2.0892647,4
204268548,EH2,55.9522871,-3.2022387,3
204268589,ZE1,60.1514981,-1.1705115,4
204268609,KA27,55.5386053,-5.174569,4
204268620,ZE2,60.3146317,-1.2291689,4
204268628,AB30,56.8467032,-2.4778654,3
204268632,G20,55.8858609,-4.2826493,4
204268676,PA1,55.8446501,-4.4173443,3
204268705,G41,55.8376134,-4.2844564,3
204268707,IV27,58.2764191,-4.7971051,4
204268708,EH48,55.8989296,-3.6648047,4
204268862,ML8,55.7314933,-3.8429126,4
204268907,G32,55.8488374,-4.1655409,4
204268939,AB39,56.979377,-2.2170154,4
204268947,AB53,57.5250408,-2.3937282,5
204268964,ML1,55.7990265,-3.9750481,4
204268988,IV51,57.4741873,-6.2434474,4
204269021,KA6,55.416235,-4.504737,3
204269026,G75,55.7507329,-4.1985241,3
204269033,FK2,56.0050252,-3.7562534,4
204269168,G52,55.8478068,-4.3502252,4
204269182,ML12,55.5680243,-3.5951775,4
204269196,G3,55.8658506,-4.2778116,3
204269218,KA7,55.4471342,-4.6304833,3
204269278,G2,55.862907,-4.2561591,3
204269329,KY2,56.1240311,-3.1846279,3
204269345,EH10,55.9198652,-3.2111151,4
204269411,EH15,55.9462301,-3.1125696,4
204269457,FK1,55.9851464,-3.7946922,3
204269472,PH19,56.9262864,-4.2556793,4
204269534,EH15,55.9462301,-3.1125696,3
204269537,EH16,55.922607,-3.1528183,3
204269646,KY1,56.1288777,-3.1375619,4
204269647,KY13,56.2084615,-3.4334289,5
204269669,EH3,55.9519117,-3.2070932,3
204269734,PA4,55.874849,-4.3953267,4
204269747,G41,55.8376134,-4.2844564,4
204269755,EH35,55.9108636,-2.9447636,3
204269768,AB25,57.1527168,-2.1140756,4
204269786,KY10,56.2307947,-2.700065,4
204269845,G2,55.862907,-4.2561591,4
204269846,AB54,57.4540447,-2.761688,3
204269864,AB42,57.5010193,-1.8922218,4
204269900,W1,NA,NA,4
204269906,KA8,55.4717538,-4.612459,4
204269918,AB12,57.1020973,-2.1129498,3
204269940,FK5,56.0272594,-3.8224587,3
204269992,PH33,56.8218973,-5.1122203,3
204270012,SA1,51.6266504,-3.9402316,3
204270043,CF5,51.4829052,-3.2447881,4
204270045,CF82,51.6509975,-3.2379255,3
204270106,CF10,51.4748057,-3.1731995,4
204270108,CF23,51.5146202,-3.1554545,4
204270120,CF82,51.6509975,-3.2379255,4
204270188,LD1,52.2607456,-3.3662735,4
204270285,SY21,52.6581949,-3.2070323,4
204270310,LL65,53.3010223,-4.5703675,4
204270323,LD1,52.2607456,-3.3662735,3
204270349,CF61,51.4083951,-3.4812082,4
204270407,LL22,53.2679053,-3.5977386,3
204270433,SA4,51.6732535,-4.0486716,4
204270516,SA62,51.841175,-5.0642757,3
204270554,CF14,51.5198959,-3.2042721,3
204270559,CF44,51.7182832,-3.4588338,4
204270560,CF61,51.4083951,-3.4812082,3
204270566,NP16,51.6504671,-2.6898185,4
204270588,SA67,51.783184,-4.7328423,4
204270632,LD2,52.1422615,-3.3937041,5
204270657,SA5,51.6489448,-3.9712026,4
204270675,CF46,51.6647879,-3.300659,4
204270679,SA62,51.841175,-5.0642757,4
204270784,SA20,52.0119374,-3.78776,5
204270815,SA7,51.6647175,-3.8881517,3
204270818,CF24,51.4880332,-3.1619481,3
204270821,SA18,51.7977271,-3.9609347,3
204270827,SA70,51.6725248,-4.7416638,4
204270845,SA15,51.6995488,-4.1678401,4
204270868,NP20,51.5904204,-3.0065286,4
204270883,NP4,51.7193671,-3.0470946,4
204270898,LL17,53.2523853,-3.4370183,4
204270906,CF72,51.5298928,-3.4021313,4
204270910,NP23,51.785403,-3.1974216,3
204270913,CH5,53.2040122,-3.04214,3
204270926,SA9,51.7812869,-3.7689001,4
204270934,SA62,51.841175,-5.0642757,4
204270986,LL28,53.2878956,-3.7618075,3
204271005,SA6,51.6761659,-3.9226054,3
204271015,NP11,51.6438627,-3.1315958,5
204271048,LL30,53.3180209,-3.8162186,4
204271104,LL65,53.3010223,-4.5703675,4
204271273,CF38,51.5605507,-3.3327717,4
204271292,CH5,53.2040122,-3.04214,3
204271375,LL14,52.9909507,-3.0533052,3
204271403,SY19,52.5793884,-3.6346543,3
204271404,CH5,53.2040122,-3.04214,4
204271506,LL42,52.7257676,-4.0552734,4
204271537,LL18,53.3102991,-3.4760171,4
204271586,CF83,51.5867146,-3.2188145,4
204271632,SA31,51.8567444,-4.3082937,3
204271639,LL28,53.2878956,-3.7618075,4
204271684,CF64,51.4332091,-3.1917807,4
204271688,SA73,51.7174251,-5.0122032,4
204271780,LL14,52.9909507,-3.0533052,4
204271853,CF24,51.4880332,-3.1619481,5
204271855,SA31,51.8567444,-4.3082937,3
204271859,SA6,51.6761659,-3.9226054,5
204271877,SA67,51.783184,-4.7328423,3
204271883,CF72,51.5298928,-3.4021313,4
204271907,SY23,52.3800111,-4.051249,5
204271926,LD7,52.351601,-3.0907216,3
204271935,CH8,53.2830042,-3.2465239,3
204271937,CF23,51.5146202,-3.1554545,3
204272003,SA1,51.6266504,-3.9402316,3
204272030,LL26,53.1395034,-3.7857607,4
204272038,LD7,52.351601,-3.0907216,3
204272062,CH5,53.2040122,-3.04214,4
204272073,SA68,51.7295615,-4.7650739,3
204272121,NP16,51.6504671,-2.6898185,4
204272129,NP7,51.8294388,-3.0112466,3
204272218,LL30,53.3180209,-3.8162186,4
204272262,LL11,53.0634765,-3.0362413,4
204272283,CF24,51.4880332,-3.1619481,4
204272328,CF47,51.7515033,-3.3750262,4
204272369,SA19,51.9545649,-3.9481925,3
204272413,CF63,51.4122519,-3.2572808,3
204272434,CF82,51.6509975,-3.2379255,5
204272510,SA61,51.8001658,-4.9741219,3
204272539,SA1,51.6266504,-3.9402316,3
204272558,SA73,51.7174251,-5.0122032,4
204272560,LL13,53.0344913,-2.9590322,4
204272615,CH6,53.2492592,-3.1443958,3
204272665,NP26,51.5909077,-2.7788809,3
204272667,CF24,51.4880332,-3.1619481,3
204272699,LL22,53.2679053,-3.5977386,4
204272750,NP13,51.7353588,-3.1414332,3
204272835,CF34,51.610543,-3.6520832,3
204272847,SA72,51.6917901,-4.9355542,4
204272900,CF24,51.4880332,-3.1619481,3
204272908,LL36,52.6042624,-4.0644733,4
204272910,CF64,51.4332091,-3.1917807,4
204272968,SA33,51.8495123,-4.4408804,4
204272980,LL68,53.3977575,-4.3794888,4
204273016,LD3,51.9607697,-3.369993,4
204273018,CF15,51.5333849,-3.271715,4
204273053,LL57,53.2068931,-4.1118949,3
204273080,BT32,54.3355257,-6.2456426,4
204273083,BT34,54.1531164,-6.1774814,3
204273088,BT53,55.0857068,-6.4749555,3
204273152,BT60,54.2928226,-6.6487383,4
204273259,BT34,54.1531164,-6.1774814,4
204273285,BT12,54.5929184,-5.9584163,3
204273296,BT48,55.0103984,-7.3273919,4
204273316,BT60,54.2928226,-6.6487383,5
204273372,BT63,54.4072137,-6.3906387,4
204273399,BT47,54.9739997,-7.2126901,4
204273414,BT48,55.0103984,-7.3273919,4
204273469,BT63,54.4072137,-6.3906387,4
204273470,BT92,54.2245245,-7.4675641,4
204273567,S17,53.3213081,-1.5289135,4
204273568,BT26,54.4542746,-6.0639346,4
204273569,BT35,54.1620226,-6.4418816,4
204273675,BT28,54.5227918,-6.0866891,3
204273678,BT82,54.8264822,-7.4303378,3
204273739,BT70,54.5139825,-6.8875077,3
204273765,BT13,54.6058982,-5.9596444,4
204273954,BT70,54.5139825,-6.8875077,3
204273975,BT10,54.5594341,-5.9851563,4
204273990,BT56,55.197616,-6.6503827,4
204274058,BT92,54.2245245,-7.4675641,4
204274114,BT28,54.5227918,-6.0866891,4
204274145,BT41,54.7322694,-6.2572788,4
204274164,BT67,54.4869748,-6.2660667,3
204274178,BT12,54.5929184,-5.9584163,5
204274195,BT79,54.623159,-7.200907,5
204274284,BT32,54.3355257,-6.2456426,4
204274291,BT32,54.3355257,-6.2456426,3
204274345,BT28,54.5227918,-6.0866891,4
204274383,BT1,54.5997539,-5.9284735,4
204274422,BT53,55.0857068,-6.4749555,4
204274534,BT46,54.8654569,-6.6634111,4
204274574,BT31,54.2769937,-5.9689188,4
204274604,BT80,54.6462975,-6.74572,3
204274622,BT80,54.6462975,-6.74572,3
204274701,BT60,54.2928226,-6.6487383,4
204274735,BT48,55.0103984,-7.3273919,3
204274747,BT20,54.6585904,-5.665505,4
204274777,BT38,54.7289788,-5.8008313,3
204274807,BT3,54.6172417,-5.903704,4
204274831,BT49,55.0473469,-6.9508217,4
204274837,BT5,54.5891629,-5.871144,3
204274956,BT28,54.5227918,-6.0866891,3
204274961,BT9,54.5721032,-5.9500064,4
204275020,BT4,54.6025629,-5.869615,3
204275135,BT5,54.5891629,-5.871144,3
204275157,BT1,54.5997539,-5.9284735,4
204275179,BT2,54.5937744,-5.9306374,4
204275209,BT60,54.2928226,-6.6487383,3
204275212,BT17,54.5534071,-6.0198284,3
204275262,BT33,54.2233393,-5.8913207,5
204275263,BT1,54.5997539,-5.9284735,4
204275329,BT45,54.7600743,-6.6390822,4
204275361,BT80,54.6462975,-6.74572,4
204275377,PL27,50.5237028,-4.875155,3
204275417,BA11,51.2332006,-2.3245542,4
204275460,TA6,51.1256664,-3.0008114,5
204275789,NE6,54.9774742,-1.5658577,3
204276250,LU6,51.8780425,-0.5377989,4
204276305,L5,53.4248813,-2.9771396,4
204276309,SW9,51.4693401,-0.1138947,5
204276332,PE12,52.7851801,0.0279957,4
204276578,NE1,54.972442,-1.6115224,4
204276647,LE16,52.4861071,-0.8959935,4
204276933,SA62,51.841175,-5.0642757,3
204277033,BT60,54.2928226,-6.6487383,3
204277091,BT18,54.6412227,-5.8220028,4
204277829,BA12,51.1708259,-2.1888898,4
204278097,CH42,53.3738774,-3.0227343,5
204278472,B63,52.4514517,-2.0699158,4
204278755,SA14,51.735052,-4.1062507,4
204278786,SA5,51.6489448,-3.9712026,4
204279108,TN40,50.8450642,0.4824058,3
204279111,OL15,53.6448116,-2.0999458,4
204279361,SW9,51.4693401,-0.1138947,4
204279521,RG14,51.3994972,-1.3231202,4
204279523,LS7,53.8205711,-1.5396576,3
204279581,S3,53.3874982,-1.4740209,3
204279608,LS15,53.8055008,-1.4450938,4
204279749,BN21,50.7726897,0.2765565,5
204279787,HP22,51.8076076,-0.7693074,3
204279909,BT60,54.2928226,-6.6487383,4
204279931,EH53,55.8947721,-3.4727519,4
204280032,SA48,52.1449088,-4.11325,4
204280218,BT48,55.0103984,-7.3273919,5
204280240,SA3,51.5817133,-4.0513777,4
204280271,RH8,51.2508257,0.0023834,3
204280357,EC1N,51.5198912,-0.1087995,4
204280505,HU17,53.8467937,-0.4287013,3
204281006,TW15,51.4311588,-0.4585262,4
204281144,S11,53.3607754,-1.5078903,5
204281303,TW1,51.4510989,-0.3257026,3
204281488,EX24,50.7404493,-3.0893775,3
204281517,BS34,51.523502,-2.5667207,4
204281562,BT36,54.6768193,-5.9562895,4
204281618,IV51,57.4741873,-6.2434474,4
204281683,EH51,56.0110331,-3.6055066,4
204281693,PH1,56.4224093,-3.4793955,4
204281772,LL26,53.1395034,-3.7857607,4
204281785,CF5,51.4829052,-3.2447881,3
204281824,SA69,51.710974,-4.706798,4
204281911,TW1,51.4510989,-0.3257026,4
204281939,SE15,51.4727365,-0.0656967,4
204282409,CA13,54.6598623,-3.3683706,4
204282518,NE26,55.0527885,-1.4577261,3
204282559,NR29,52.6942516,1.6362126,4
204283007,DA4,51.3885873,0.232219,4
204283181,ST10,52.9885754,-1.9646762,5
204283497,CM23,51.872518,0.1583719,3
204283542,GL1,51.8593662,-2.2437389,4
204283737,TN6,51.0522368,0.1754135,3
204283749,TQ2,50.4764111,-3.546236,5
204283866,WD17,51.663945,-0.4056406,3
204283936,SS4,51.5930469,0.7118562,4
204283971,KA4,55.5991418,-4.3816208,3
204284005,LL12,53.0875778,-2.9891854,4
204284114,FY8,53.7508559,-3.0027549,5
204284248,BD20,53.8982751,-1.9501915,5
204284270,CV11,52.5198747,-1.453464,5
204284282,BA2,51.3592543,-2.3793066,3
204284321,BN13,50.8326835,-0.4113838,3
204284638,YO62,54.2461752,-0.9943394,3
204284815,BS6,51.4707656,-2.6003841,3
204284959,BN17,50.8149225,-0.5399594,4
204284985,BA14,51.3191164,-2.2025658,3
204285116,CV8,52.3519562,-1.5420194,3
204285121,CO9,51.9689789,0.6094407,3
204285260,EX36,51.0166843,-3.796052,3
204285275,RH15,50.9574814,-0.1309943,3
204285358,BT40,54.8457073,-5.8237859,5
204285563,SY18,52.4415588,-3.5494041,3
204285686,HP19,51.8236624,-0.8280878,3
204285715,TN31,50.962869,0.6855793,4
204285720,SG7,52.0045147,-0.1754105,5
204285776,CH4,53.165525,-2.9481695,3
204285984,S64,53.4907312,-1.2988429,4
204285991,CA9,54.8009692,-2.4136614,4
204286330,TN27,51.1678981,0.6938213,4
204286522,IV1,57.4840542,-4.2347448,4
204286587,PH12,56.575892,-3.1549046,4
204286700,LL18,53.3102991,-3.4760171,4
204286720,MK14,52.0632325,-0.7553798,3
204286743,LE18,52.5832335,-1.111972,3
204286950,UB7,51.5044432,-0.4691618,4
204286972,BD19,53.7273298,-1.7141196,4
204287217,CA14,54.6346926,-3.5380221,4
204287353,LE10,52.5368832,-1.3698567,5
204287447,TA2,51.0340308,-3.1010171,3
204287713,BT19,54.6513331,-5.6671749,4
204287739,BT18,54.6412227,-5.8220028,4
204287757,BT70,54.5139825,-6.8875077,4
204287768,BT35,54.1620226,-6.4418816,5
204287803,BT92,54.2245245,-7.4675641,3
204287818,BT45,54.7600743,-6.6390822,4
204287855,BT53,55.0857068,-6.4749555,4
204287862,BT28,54.5227918,-6.0866891,4
204287871,BT24,54.4173126,-5.8716837,4
204287894,AB32,57.1550293,-2.317922,4
204287901,PH15,56.6097022,-3.9407898,3
204287927,DD3,56.4831651,-2.9898945,3
204288000,EH3,55.9519117,-3.2070932,4
204288326,BT44,54.9722864,-6.287524,4
204288487,LS26,53.7518196,-1.4495543,4
204288618,DY11,52.3845094,-2.2621081,4
204288766,CV21,52.3768752,-1.25063,4
204288976,LE14,52.7843462,-0.8971578,5
204289029,LA2,54.0661829,-2.6713879,3
204289104,TA12,50.974841,-2.7730116,5
204289188,SG12,51.8143338,-0.0169035,3
204289241,CO14,51.8502715,1.2671935,3
204289267,B72,52.5501949,-1.8219989,3
204289535,BB1,53.7567872,-2.462979,4
204289565,TN25,51.1412359,0.9384339,4
204289712,NN15,52.3822978,-0.7029196,3
204289825,YO23,53.9234845,-1.1234069,5
204289868,LA1,54.0467054,-2.7994612,3
204289912,RH10,51.1183435,-0.1547527,4
204289915,NE26,55.0527885,-1.4577261,3
204289969,GU2,51.2457661,-0.5942024,4
204289970,OX16,52.0625051,-1.3425431,4
204290066,WC1H,51.5268445,-0.1256084,4
204290155,L23,53.4909653,-3.023793,3
204290180,YO16,54.0956952,-0.2020607,4
204290198,BH23,50.7475595,-1.7543605,3
204290233,TS18,54.5609693,-1.3240632,4
204290279,DE45,53.2147846,-1.6782889,3
204290368,RG29,51.2458368,-0.9459765,4
204290396,HP2,51.7643313,-0.4522784,3
204290457,HU17,53.8467937,-0.4287013,4
204290513,ME10,51.3436099,0.735349,4
204290554,SW1Y,51.5074759,-0.1345996,4
204290664,IP25,52.5865973,0.8391576,4
204290814,W5,51.5131903,-0.3024217,3
204290885,ST1,53.0273418,-2.1730317,3
204290955,SY11,52.8699722,-3.0312225,4
204290975,OX1,51.7451905,-1.2614253,4
204290996,DL8,54.2928606,-1.7868123,4
204291083,DN1,53.5216788,-1.1307019,3
204291112,E5,51.5588861,-0.0537874,4
204291139,TF9,52.8968634,-2.4700531,3
204291184,RH16,51.0014151,-0.0983341,5
204291363,PO33,50.7216598,-1.1700685,4
204291459,BB6,53.7929328,-2.4175001,4
204291496,HU1,53.7428033,-0.3379367,4
204291567,TA3,50.9936898,-3.037039,4
204291580,NN14,52.4110165,-0.6955533,4
204291656,NW3,51.5523422,-0.1725058,5
204291663,WR2,52.1883104,-2.2484883,4
204291737,TN1,51.1346687,0.2665338,4
204291746,W1W,51.5192066,-0.1409008,4
204291758,PO22,50.8001082,-0.6476773,3
204291776,TA6,51.1256664,-3.0008114,4
204291924,TA20,50.8735523,-2.9622162,4
204291934,B77,52.6185928,-1.66868,4
204291969,EC1V,51.5268168,-0.0978016,4
204291984,IV27,58.2764191,-4.7971051,3
204292075,PA1,55.8446501,-4.4173443,3
204292084,KA9,55.4972272,-4.6053308,4
204292092,KY13,56.2084615,-3.4334289,3
204292176,G69,55.8756055,-4.1009988,4
204292237,HS2,58.2483484,-6.4631996,3
204292303,G3,55.8658506,-4.2778116,4
204292361,LL13,53.0344913,-2.9590322,4
204292484,SY18,52.4415588,-3.5494041,3
204292541,SA4,51.6732535,-4.0486716,3
204292582,NP7,51.8294388,-3.0112466,3
204292614,LL28,53.2878956,-3.7618075,5
204292630,LL74,53.3191598,-4.2293713,4
204292674,SA48,52.1449088,-4.11325,4
204292737,CF35,51.5227048,-3.5254789,4
204292739,LL11,53.0634765,-3.0362413,4
204292820,BT28,54.5227918,-6.0866891,4
204292823,BT31,54.2769937,-5.9689188,4
204292935,BT63,54.4072137,-6.3906387,5
204292997,BT82,54.8264822,-7.4303378,4
204293021,BT24,54.4173126,-5.8716837,3
204293090,BT44,54.9722864,-6.287524,3
204293109,BT28,54.5227918,-6.0866891,4
204293171,BT46,54.8654569,-6.6634111,3
204293214,BT10,54.5594341,-5.9851563,4
204293222,BT19,54.6513331,-5.6671749,4
204293270,BT74,54.3451053,-7.6650636,4
204293325,BT37,54.6775107,-5.9080795,3
204293410,BT36,54.6768193,-5.9562895,3
204293428,BT22,54.5017687,-5.5145457,3
204293480,BT61,54.3687705,-6.6224601,3
204293503,BT32,54.3355257,-6.2456426,3
204293507,BT36,54.6768193,-5.9562895,4
204293546,BT78,54.5709348,-7.3760979,3
204293629,BT26,54.4542746,-6.0639346,3
204293657,BT74,54.3451053,-7.6650636,4
204293682,BT56,55.197616,-6.6503827,4
204293693,BT44,54.9722864,-6.287524,4
204293701,BT49,55.0473469,-6.9508217,3
204293719,BT35,54.1620226,-6.4418816,4
204293790,BT57,55.2034959,-6.5177372,4
204293857,BT66,54.4550926,-6.3329464,4
204293893,BT27,54.5091942,-6.0237607,3
204293899,BT23,54.564476,-5.7153624,4
204293919,DN21,53.4200117,-0.7020715,4
204293958,BS9,51.487328,-2.6267518,4
204293975,PL1,50.3705757,-4.154261,4
204293983,M28,53.5147094,-2.3993412,3
204294106,BH15,50.7223607,-1.985506,4
204294113,DT3,50.6422651,-2.4683307,3
204294176,KT8,51.4015316,-0.3631647,4
204294186,CM24,51.8992323,0.2039133,3
204294378,CB4,52.2229046,0.1298349,3
204294408,NR18,52.5706689,1.1079084,4
204294452,GL20,52.0022332,-2.132268,3
204294776,BH21,50.8125355,-1.974537,3
204294849,CT10,51.3631369,1.4294367,3
204294879,TF9,52.8968634,-2.4700531,3
204294999,SP11,51.2275811,-1.5120802,4
204295135,TR4,50.2858425,-5.1375346,3
204295343,YO10,53.9504564,-1.0575048,5
204295366,CT10,51.3631369,1.4294367,3
204295378,S11,53.3607754,-1.5078903,3
204295551,NR33,52.4540969,1.7167978,3
204295698,DL2,54.5282376,-1.5973398,4
204295774,WV6,52.5968273,-2.1827471,4
204295973,LN4,53.1484011,-0.3799049,3
204295975,TW20,51.4274804,-0.5525407,4
204296097,PR9,53.659666,-2.9686373,4
204296195,BN27,50.8718389,0.2634568,4
204296332,TN21,50.9581826,0.2628954,5
204296376,SE10,51.4846226,0.0003716,5
204296413,NN3,52.2639662,-0.8422004,4
204296645,RH17,51.0223327,-0.1194834,4
204296758,HG2,53.9855934,-1.5286679,4
204296772,TA6,51.1256664,-3.0008114,4
204296784,CA11,54.6644988,-2.7842759,5
204296908,ST17,52.7881373,-2.0991013,3
204297086,ME10,51.3436099,0.735349,4
204297151,WR4,52.203734,-2.1898149,3
204297328,NE3,55.0104241,-1.6354989,3
204297463,SK13,53.4486314,-1.9643687,5
204297495,M33,53.4209662,-2.3262749,5
204297651,BA5,51.212571,-2.6552733,3
204297669,HP1,51.7566422,-0.4869619,4
